run_id,campaign_id,configuration,repo,scenario,repetition,finding_id,ground_truth_id,method,branch_created,pr_created,tests_returncode,human_review_required,status,time_to_patch_pr_seconds,time_to_green_patch_seconds
20260713T200728530149Z_C4_AgentsOnly_full_gamma_multi_layer_r1,full_protocol_20260713_rigorous,C4_AgentsOnly,full_gamma_multi_layer,multi_layer,1,20260713T200728530149Z_C4_AgentsOnly_full_gamma_multi_layer_r1:gitleaks:secflowops-fake-aws-access-key:C:/Users/User/Downloads/Compressed/DevSecOps8Abdoul/SecFlowOps/data/raw/20260713T200728530149Z_C4_AgentsOnly_full_gamma_multi_layer_r1/workspace/.env.test:2,GT-SECRET-AWS-001-full_gamma_multi_layer,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T200808840803Z_C5_SecFlowOps_full_gamma_multi_layer_r1,full_protocol_20260713_rigorous,C5_SecFlowOps,full_gamma_multi_layer,multi_layer,1,20260713T200808840803Z_C5_SecFlowOps_full_gamma_multi_layer_r1:trivy:vuln:CVE-2019-14234:django:requirements.txt,,dependency_update,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T200808840803Z_C5_SecFlowOps_full_gamma_multi_layer_r1,full_protocol_20260713_rigorous,C5_SecFlowOps,full_gamma_multi_layer,multi_layer,1,20260713T200808840803Z_C5_SecFlowOps_full_gamma_multi_layer_r1:trivy:misconfig:DS-0002:Dockerfile:5,GT-IAC-DOCKER-001-full_gamma_multi_layer,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T200808840803Z_C5_SecFlowOps_full_gamma_multi_layer_r1,full_protocol_20260713_rigorous,C5_SecFlowOps,full_gamma_multi_layer,multi_layer,1,20260713T200808840803Z_C5_SecFlowOps_full_gamma_multi_layer_r1:trivy:misconfig:KSV-0001:k8s/deployment.yaml:16,GT-IAC-K8S-001-full_gamma_multi_layer,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T200808840803Z_C5_SecFlowOps_full_gamma_multi_layer_r1,full_protocol_20260713_rigorous,C5_SecFlowOps,full_gamma_multi_layer,multi_layer,1,20260713T200808840803Z_C5_SecFlowOps_full_gamma_multi_layer_r1:semgrep:SecFlowOps.scanners.semgrep.secflowops.reflected-html:C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T200808840803Z_C5_SecFlowOps_full_gamma_multi_layer_r1\workspace\app.py:8,GT-SAST-XSS-001-full_gamma_multi_layer,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T200808840803Z_C5_SecFlowOps_full_gamma_multi_layer_r1,full_protocol_20260713_rigorous,C5_SecFlowOps,full_gamma_multi_layer,multi_layer,1,20260713T200808840803Z_C5_SecFlowOps_full_gamma_multi_layer_r1:gitleaks:secflowops-fake-aws-access-key:C:/Users/User/Downloads/Compressed/DevSecOps8Abdoul/SecFlowOps/data/raw/20260713T200808840803Z_C5_SecFlowOps_full_gamma_multi_layer_r1/workspace/.env.test:2,GT-SECRET-AWS-001-full_gamma_multi_layer,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T200849327571Z_C0_BuildOnly_full_alpha_clean_r2,full_protocol_20260713_rigorous,C0_BuildOnly,full_alpha_clean,clean,2,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T200849599434Z_C1_NonBlockingScanning_full_alpha_clean_r2,full_protocol_20260713_rigorous,C1_NonBlockingScanning,full_alpha_clean,clean,2,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T200909669702Z_C2_AutoScanning_full_alpha_clean_r2,full_protocol_20260713_rigorous,C2_AutoScanning,full_alpha_clean,clean,2,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T200930068128Z_C3_PolicyOnly_full_alpha_clean_r2,full_protocol_20260713_rigorous,C3_PolicyOnly,full_alpha_clean,clean,2,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T200950068202Z_C4_AgentsOnly_full_alpha_clean_r2,full_protocol_20260713_rigorous,C4_AgentsOnly,full_alpha_clean,clean,2,,,local_workspace_patch,local-only-no-git-push,False,0,,no_remediation_event,0.0,0.0
20260713T201032057760Z_C5_SecFlowOps_full_alpha_clean_r2,full_protocol_20260713_rigorous,C5_SecFlowOps,full_alpha_clean,clean,2,,,local_workspace_patch,local-only-no-git-push,False,0,,no_remediation_event,0.0,0.0
20260713T201112297985Z_C0_BuildOnly_full_alpha_vulnerable_dependency_r2,full_protocol_20260713_rigorous,C0_BuildOnly,full_alpha_vulnerable_dependency,vulnerable_dependency,2,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T201112690901Z_C1_NonBlockingScanning_full_alpha_vulnerable_dependency_r2,full_protocol_20260713_rigorous,C1_NonBlockingScanning,full_alpha_vulnerable_dependency,vulnerable_dependency,2,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T201132692149Z_C2_AutoScanning_full_alpha_vulnerable_dependency_r2,full_protocol_20260713_rigorous,C2_AutoScanning,full_alpha_vulnerable_dependency,vulnerable_dependency,2,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T201153058467Z_C3_PolicyOnly_full_alpha_vulnerable_dependency_r2,full_protocol_20260713_rigorous,C3_PolicyOnly,full_alpha_vulnerable_dependency,vulnerable_dependency,2,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T201213623669Z_C4_AgentsOnly_full_alpha_vulnerable_dependency_r2,full_protocol_20260713_rigorous,C4_AgentsOnly,full_alpha_vulnerable_dependency,vulnerable_dependency,2,20260713T201213623669Z_C4_AgentsOnly_full_alpha_vulnerable_dependency_r2:trivy:vuln:CVE-2019-14234:django:requirements.txt,,dependency_update,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T201253732467Z_C5_SecFlowOps_full_alpha_vulnerable_dependency_r2,full_protocol_20260713_rigorous,C5_SecFlowOps,full_alpha_vulnerable_dependency,vulnerable_dependency,2,20260713T201253732467Z_C5_SecFlowOps_full_alpha_vulnerable_dependency_r2:trivy:vuln:CVE-2019-14234:django:requirements.txt,,dependency_update,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T201333468812Z_C0_BuildOnly_full_alpha_fake_secret_r2,full_protocol_20260713_rigorous,C0_BuildOnly,full_alpha_fake_secret,fake_secret,2,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T201333806305Z_C1_NonBlockingScanning_full_alpha_fake_secret_r2,full_protocol_20260713_rigorous,C1_NonBlockingScanning,full_alpha_fake_secret,fake_secret,2,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T201353916155Z_C2_AutoScanning_full_alpha_fake_secret_r2,full_protocol_20260713_rigorous,C2_AutoScanning,full_alpha_fake_secret,fake_secret,2,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T201414338756Z_C3_PolicyOnly_full_alpha_fake_secret_r2,full_protocol_20260713_rigorous,C3_PolicyOnly,full_alpha_fake_secret,fake_secret,2,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T201435877882Z_C4_AgentsOnly_full_alpha_fake_secret_r2,full_protocol_20260713_rigorous,C4_AgentsOnly,full_alpha_fake_secret,fake_secret,2,20260713T201435877882Z_C4_AgentsOnly_full_alpha_fake_secret_r2:gitleaks:secflowops-fake-aws-access-key:C:/Users/User/Downloads/Compressed/DevSecOps8Abdoul/SecFlowOps/data/raw/20260713T201435877882Z_C4_AgentsOnly_full_alpha_fake_secret_r2/workspace/.env.test:2,GT-SECRET-AWS-001-full_alpha_fake_secret,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T201515965409Z_C5_SecFlowOps_full_alpha_fake_secret_r2,full_protocol_20260713_rigorous,C5_SecFlowOps,full_alpha_fake_secret,fake_secret,2,20260713T201515965409Z_C5_SecFlowOps_full_alpha_fake_secret_r2:gitleaks:secflowops-fake-aws-access-key:C:/Users/User/Downloads/Compressed/DevSecOps8Abdoul/SecFlowOps/data/raw/20260713T201515965409Z_C5_SecFlowOps_full_alpha_fake_secret_r2/workspace/.env.test:2,GT-SECRET-AWS-001-full_alpha_fake_secret,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T201556634156Z_C0_BuildOnly_full_alpha_sast_reflected_xss_r2,full_protocol_20260713_rigorous,C0_BuildOnly,full_alpha_sast_reflected_xss,sast_reflected_xss,2,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T201556909279Z_C1_NonBlockingScanning_full_alpha_sast_reflected_xss_r2,full_protocol_20260713_rigorous,C1_NonBlockingScanning,full_alpha_sast_reflected_xss,sast_reflected_xss,2,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T201616958172Z_C2_AutoScanning_full_alpha_sast_reflected_xss_r2,full_protocol_20260713_rigorous,C2_AutoScanning,full_alpha_sast_reflected_xss,sast_reflected_xss,2,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T201636900835Z_C3_PolicyOnly_full_alpha_sast_reflected_xss_r2,full_protocol_20260713_rigorous,C3_PolicyOnly,full_alpha_sast_reflected_xss,sast_reflected_xss,2,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T201657130120Z_C4_AgentsOnly_full_alpha_sast_reflected_xss_r2,full_protocol_20260713_rigorous,C4_AgentsOnly,full_alpha_sast_reflected_xss,sast_reflected_xss,2,20260713T201657130120Z_C4_AgentsOnly_full_alpha_sast_reflected_xss_r2:semgrep:SecFlowOps.scanners.semgrep.secflowops.reflected-html:C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T201657130120Z_C4_AgentsOnly_full_alpha_sast_reflected_xss_r2\workspace\app.py:8,GT-SAST-XSS-001-full_alpha_sast_reflected_xss,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T201736884480Z_C5_SecFlowOps_full_alpha_sast_reflected_xss_r2,full_protocol_20260713_rigorous,C5_SecFlowOps,full_alpha_sast_reflected_xss,sast_reflected_xss,2,20260713T201736884480Z_C5_SecFlowOps_full_alpha_sast_reflected_xss_r2:semgrep:SecFlowOps.scanners.semgrep.secflowops.reflected-html:C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T201736884480Z_C5_SecFlowOps_full_alpha_sast_reflected_xss_r2\workspace\app.py:8,GT-SAST-XSS-001-full_alpha_sast_reflected_xss,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T201816858264Z_C0_BuildOnly_full_alpha_sast_sql_injection_r2,full_protocol_20260713_rigorous,C0_BuildOnly,full_alpha_sast_sql_injection,sast_sql_injection,2,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T201817138314Z_C1_NonBlockingScanning_full_alpha_sast_sql_injection_r2,full_protocol_20260713_rigorous,C1_NonBlockingScanning,full_alpha_sast_sql_injection,sast_sql_injection,2,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T201837060863Z_C2_AutoScanning_full_alpha_sast_sql_injection_r2,full_protocol_20260713_rigorous,C2_AutoScanning,full_alpha_sast_sql_injection,sast_sql_injection,2,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T201857253855Z_C3_PolicyOnly_full_alpha_sast_sql_injection_r2,full_protocol_20260713_rigorous,C3_PolicyOnly,full_alpha_sast_sql_injection,sast_sql_injection,2,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T201917257917Z_C4_AgentsOnly_full_alpha_sast_sql_injection_r2,full_protocol_20260713_rigorous,C4_AgentsOnly,full_alpha_sast_sql_injection,sast_sql_injection,2,20260713T201917257917Z_C4_AgentsOnly_full_alpha_sast_sql_injection_r2:semgrep:SecFlowOps.scanners.semgrep.secflowops.formatted-sql:C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T201917257917Z_C4_AgentsOnly_full_alpha_sast_sql_injection_r2\workspace\app.py:17,GT-SAST-SQLI-001-full_alpha_sast_sql_injection,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T201957768792Z_C5_SecFlowOps_full_alpha_sast_sql_injection_r2,full_protocol_20260713_rigorous,C5_SecFlowOps,full_alpha_sast_sql_injection,sast_sql_injection,2,20260713T201957768792Z_C5_SecFlowOps_full_alpha_sast_sql_injection_r2:semgrep:SecFlowOps.scanners.semgrep.secflowops.formatted-sql:C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T201957768792Z_C5_SecFlowOps_full_alpha_sast_sql_injection_r2\workspace\app.py:17,GT-SAST-SQLI-001-full_alpha_sast_sql_injection,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T202037984044Z_C0_BuildOnly_full_alpha_docker_misconfiguration_r2,full_protocol_20260713_rigorous,C0_BuildOnly,full_alpha_docker_misconfiguration,docker_misconfiguration,2,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T202038233296Z_C1_NonBlockingScanning_full_alpha_docker_misconfiguration_r2,full_protocol_20260713_rigorous,C1_NonBlockingScanning,full_alpha_docker_misconfiguration,docker_misconfiguration,2,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T202058517107Z_C2_AutoScanning_full_alpha_docker_misconfiguration_r2,full_protocol_20260713_rigorous,C2_AutoScanning,full_alpha_docker_misconfiguration,docker_misconfiguration,2,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T202118479750Z_C3_PolicyOnly_full_alpha_docker_misconfiguration_r2,full_protocol_20260713_rigorous,C3_PolicyOnly,full_alpha_docker_misconfiguration,docker_misconfiguration,2,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T202138557957Z_C4_AgentsOnly_full_alpha_docker_misconfiguration_r2,full_protocol_20260713_rigorous,C4_AgentsOnly,full_alpha_docker_misconfiguration,docker_misconfiguration,2,20260713T202138557957Z_C4_AgentsOnly_full_alpha_docker_misconfiguration_r2:trivy:misconfig:DS-0002:Dockerfile:5,GT-IAC-DOCKER-001-full_alpha_docker_misconfiguration,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T202218425968Z_C5_SecFlowOps_full_alpha_docker_misconfiguration_r2,full_protocol_20260713_rigorous,C5_SecFlowOps,full_alpha_docker_misconfiguration,docker_misconfiguration,2,20260713T202218425968Z_C5_SecFlowOps_full_alpha_docker_misconfiguration_r2:trivy:misconfig:DS-0002:Dockerfile:5,GT-IAC-DOCKER-001-full_alpha_docker_misconfiguration,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T202258729278Z_C0_BuildOnly_full_alpha_k8s_misconfiguration_r2,full_protocol_20260713_rigorous,C0_BuildOnly,full_alpha_k8s_misconfiguration,k8s_misconfiguration,2,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T202259103182Z_C1_NonBlockingScanning_full_alpha_k8s_misconfiguration_r2,full_protocol_20260713_rigorous,C1_NonBlockingScanning,full_alpha_k8s_misconfiguration,k8s_misconfiguration,2,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T202319241053Z_C2_AutoScanning_full_alpha_k8s_misconfiguration_r2,full_protocol_20260713_rigorous,C2_AutoScanning,full_alpha_k8s_misconfiguration,k8s_misconfiguration,2,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T202339161456Z_C3_PolicyOnly_full_alpha_k8s_misconfiguration_r2,full_protocol_20260713_rigorous,C3_PolicyOnly,full_alpha_k8s_misconfiguration,k8s_misconfiguration,2,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T202359198353Z_C4_AgentsOnly_full_alpha_k8s_misconfiguration_r2,full_protocol_20260713_rigorous,C4_AgentsOnly,full_alpha_k8s_misconfiguration,k8s_misconfiguration,2,20260713T202359198353Z_C4_AgentsOnly_full_alpha_k8s_misconfiguration_r2:trivy:misconfig:KSV-0001:k8s/deployment.yaml:16,GT-IAC-K8S-001-full_alpha_k8s_misconfiguration,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T202438806300Z_C5_SecFlowOps_full_alpha_k8s_misconfiguration_r2,full_protocol_20260713_rigorous,C5_SecFlowOps,full_alpha_k8s_misconfiguration,k8s_misconfiguration,2,20260713T202438806300Z_C5_SecFlowOps_full_alpha_k8s_misconfiguration_r2:trivy:misconfig:KSV-0001:k8s/deployment.yaml:16,GT-IAC-K8S-001-full_alpha_k8s_misconfiguration,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T202519714494Z_C0_BuildOnly_full_alpha_multi_layer_r2,full_protocol_20260713_rigorous,C0_BuildOnly,full_alpha_multi_layer,multi_layer,2,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T202520009869Z_C1_NonBlockingScanning_full_alpha_multi_layer_r2,full_protocol_20260713_rigorous,C1_NonBlockingScanning,full_alpha_multi_layer,multi_layer,2,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T202540212391Z_C2_AutoScanning_full_alpha_multi_layer_r2,full_protocol_20260713_rigorous,C2_AutoScanning,full_alpha_multi_layer,multi_layer,2,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T202600240637Z_C3_PolicyOnly_full_alpha_multi_layer_r2,full_protocol_20260713_rigorous,C3_PolicyOnly,full_alpha_multi_layer,multi_layer,2,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T202620648881Z_C4_AgentsOnly_full_alpha_multi_layer_r2,full_protocol_20260713_rigorous,C4_AgentsOnly,full_alpha_multi_layer,multi_layer,2,20260713T202620648881Z_C4_AgentsOnly_full_alpha_multi_layer_r2:trivy:vuln:CVE-2019-14234:django:requirements.txt,,dependency_update,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T202620648881Z_C4_AgentsOnly_full_alpha_multi_layer_r2,full_protocol_20260713_rigorous,C4_AgentsOnly,full_alpha_multi_layer,multi_layer,2,20260713T202620648881Z_C4_AgentsOnly_full_alpha_multi_layer_r2:trivy:misconfig:DS-0002:Dockerfile:5,GT-IAC-DOCKER-001-full_alpha_multi_layer,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T202620648881Z_C4_AgentsOnly_full_alpha_multi_layer_r2,full_protocol_20260713_rigorous,C4_AgentsOnly,full_alpha_multi_layer,multi_layer,2,20260713T202620648881Z_C4_AgentsOnly_full_alpha_multi_layer_r2:trivy:misconfig:KSV-0001:k8s/deployment.yaml:16,GT-IAC-K8S-001-full_alpha_multi_layer,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T202620648881Z_C4_AgentsOnly_full_alpha_multi_layer_r2,full_protocol_20260713_rigorous,C4_AgentsOnly,full_alpha_multi_layer,multi_layer,2,20260713T202620648881Z_C4_AgentsOnly_full_alpha_multi_layer_r2:semgrep:SecFlowOps.scanners.semgrep.secflowops.reflected-html:C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T202620648881Z_C4_AgentsOnly_full_alpha_multi_layer_r2\workspace\app.py:8,GT-SAST-XSS-001-full_alpha_multi_layer,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T202620648881Z_C4_AgentsOnly_full_alpha_multi_layer_r2,full_protocol_20260713_rigorous,C4_AgentsOnly,full_alpha_multi_layer,multi_layer,2,20260713T202620648881Z_C4_AgentsOnly_full_alpha_multi_layer_r2:gitleaks:secflowops-fake-aws-access-key:C:/Users/User/Downloads/Compressed/DevSecOps8Abdoul/SecFlowOps/data/raw/20260713T202620648881Z_C4_AgentsOnly_full_alpha_multi_layer_r2/workspace/.env.test:2,GT-SECRET-AWS-001-full_alpha_multi_layer,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T202700926024Z_C5_SecFlowOps_full_alpha_multi_layer_r2,full_protocol_20260713_rigorous,C5_SecFlowOps,full_alpha_multi_layer,multi_layer,2,20260713T202700926024Z_C5_SecFlowOps_full_alpha_multi_layer_r2:trivy:vuln:CVE-2019-14234:django:requirements.txt,,dependency_update,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T202700926024Z_C5_SecFlowOps_full_alpha_multi_layer_r2,full_protocol_20260713_rigorous,C5_SecFlowOps,full_alpha_multi_layer,multi_layer,2,20260713T202700926024Z_C5_SecFlowOps_full_alpha_multi_layer_r2:trivy:misconfig:DS-0002:Dockerfile:5,GT-IAC-DOCKER-001-full_alpha_multi_layer,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T202700926024Z_C5_SecFlowOps_full_alpha_multi_layer_r2,full_protocol_20260713_rigorous,C5_SecFlowOps,full_alpha_multi_layer,multi_layer,2,20260713T202700926024Z_C5_SecFlowOps_full_alpha_multi_layer_r2:trivy:misconfig:KSV-0001:k8s/deployment.yaml:16,GT-IAC-K8S-001-full_alpha_multi_layer,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T202700926024Z_C5_SecFlowOps_full_alpha_multi_layer_r2,full_protocol_20260713_rigorous,C5_SecFlowOps,full_alpha_multi_layer,multi_layer,2,20260713T202700926024Z_C5_SecFlowOps_full_alpha_multi_layer_r2:semgrep:SecFlowOps.scanners.semgrep.secflowops.reflected-html:C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T202700926024Z_C5_SecFlowOps_full_alpha_multi_layer_r2\workspace\app.py:8,GT-SAST-XSS-001-full_alpha_multi_layer,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T202700926024Z_C5_SecFlowOps_full_alpha_multi_layer_r2,full_protocol_20260713_rigorous,C5_SecFlowOps,full_alpha_multi_layer,multi_layer,2,20260713T202700926024Z_C5_SecFlowOps_full_alpha_multi_layer_r2:gitleaks:secflowops-fake-aws-access-key:C:/Users/User/Downloads/Compressed/DevSecOps8Abdoul/SecFlowOps/data/raw/20260713T202700926024Z_C5_SecFlowOps_full_alpha_multi_layer_r2/workspace/.env.test:2,GT-SECRET-AWS-001-full_alpha_multi_layer,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T202741572619Z_C0_BuildOnly_full_beta_clean_r2,full_protocol_20260713_rigorous,C0_BuildOnly,full_beta_clean,clean,2,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T202741834595Z_C1_NonBlockingScanning_full_beta_clean_r2,full_protocol_20260713_rigorous,C1_NonBlockingScanning,full_beta_clean,clean,2,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T202801740355Z_C2_AutoScanning_full_beta_clean_r2,full_protocol_20260713_rigorous,C2_AutoScanning,full_beta_clean,clean,2,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T202822238782Z_C3_PolicyOnly_full_beta_clean_r2,full_protocol_20260713_rigorous,C3_PolicyOnly,full_beta_clean,clean,2,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T202843698119Z_C4_AgentsOnly_full_beta_clean_r2,full_protocol_20260713_rigorous,C4_AgentsOnly,full_beta_clean,clean,2,,,local_workspace_patch,local-only-no-git-push,False,0,,no_remediation_event,0.0,0.0
20260713T202925355171Z_C5_SecFlowOps_full_beta_clean_r2,full_protocol_20260713_rigorous,C5_SecFlowOps,full_beta_clean,clean,2,,,local_workspace_patch,local-only-no-git-push,False,0,,no_remediation_event,0.0,0.0
20260713T203006147724Z_C0_BuildOnly_full_beta_vulnerable_dependency_r2,full_protocol_20260713_rigorous,C0_BuildOnly,full_beta_vulnerable_dependency,vulnerable_dependency,2,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T203006446767Z_C1_NonBlockingScanning_full_beta_vulnerable_dependency_r2,full_protocol_20260713_rigorous,C1_NonBlockingScanning,full_beta_vulnerable_dependency,vulnerable_dependency,2,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T203026400374Z_C2_AutoScanning_full_beta_vulnerable_dependency_r2,full_protocol_20260713_rigorous,C2_AutoScanning,full_beta_vulnerable_dependency,vulnerable_dependency,2,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T203046672902Z_C3_PolicyOnly_full_beta_vulnerable_dependency_r2,full_protocol_20260713_rigorous,C3_PolicyOnly,full_beta_vulnerable_dependency,vulnerable_dependency,2,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T203107252124Z_C4_AgentsOnly_full_beta_vulnerable_dependency_r2,full_protocol_20260713_rigorous,C4_AgentsOnly,full_beta_vulnerable_dependency,vulnerable_dependency,2,20260713T203107252124Z_C4_AgentsOnly_full_beta_vulnerable_dependency_r2:trivy:vuln:CVE-2019-14234:django:requirements.txt,,dependency_update,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T203147556520Z_C5_SecFlowOps_full_beta_vulnerable_dependency_r2,full_protocol_20260713_rigorous,C5_SecFlowOps,full_beta_vulnerable_dependency,vulnerable_dependency,2,20260713T203147556520Z_C5_SecFlowOps_full_beta_vulnerable_dependency_r2:trivy:vuln:CVE-2019-14234:django:requirements.txt,,dependency_update,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T203228439734Z_C0_BuildOnly_full_beta_fake_secret_r2,full_protocol_20260713_rigorous,C0_BuildOnly,full_beta_fake_secret,fake_secret,2,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T203228693987Z_C1_NonBlockingScanning_full_beta_fake_secret_r2,full_protocol_20260713_rigorous,C1_NonBlockingScanning,full_beta_fake_secret,fake_secret,2,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T203248878448Z_C2_AutoScanning_full_beta_fake_secret_r2,full_protocol_20260713_rigorous,C2_AutoScanning,full_beta_fake_secret,fake_secret,2,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T203308883778Z_C3_PolicyOnly_full_beta_fake_secret_r2,full_protocol_20260713_rigorous,C3_PolicyOnly,full_beta_fake_secret,fake_secret,2,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T203329528160Z_C4_AgentsOnly_full_beta_fake_secret_r2,full_protocol_20260713_rigorous,C4_AgentsOnly,full_beta_fake_secret,fake_secret,2,20260713T203329528160Z_C4_AgentsOnly_full_beta_fake_secret_r2:gitleaks:secflowops-fake-aws-access-key:C:/Users/User/Downloads/Compressed/DevSecOps8Abdoul/SecFlowOps/data/raw/20260713T203329528160Z_C4_AgentsOnly_full_beta_fake_secret_r2/workspace/.env.test:2,GT-SECRET-AWS-001-full_beta_fake_secret,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T203410036831Z_C5_SecFlowOps_full_beta_fake_secret_r2,full_protocol_20260713_rigorous,C5_SecFlowOps,full_beta_fake_secret,fake_secret,2,20260713T203410036831Z_C5_SecFlowOps_full_beta_fake_secret_r2:gitleaks:secflowops-fake-aws-access-key:C:/Users/User/Downloads/Compressed/DevSecOps8Abdoul/SecFlowOps/data/raw/20260713T203410036831Z_C5_SecFlowOps_full_beta_fake_secret_r2/workspace/.env.test:2,GT-SECRET-AWS-001-full_beta_fake_secret,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T203450334241Z_C0_BuildOnly_full_beta_sast_reflected_xss_r2,full_protocol_20260713_rigorous,C0_BuildOnly,full_beta_sast_reflected_xss,sast_reflected_xss,2,,,not_applicable,,,,,no_remediation_event,0.0,0.0
